Unnamed: 0,name,gender,count,year
9673,Polly,M,5,1930
9714,Sherlock,M,5,1930
0,Mary,F,60296,1931
3,Barbara,F,21797,1931
5,Helen,F,17660,1931
14,Joyce,F,10580,1931
16,Nancy,F,10033,1931
22,Gloria,F,8549,1931
24,Anna,F,8430,1931
26,Marie,F,7546,1931
31,Donna,F,6601,1931
36,Irene,F,5614,1931
63,Audrey,F,3789,1931
65,Marion,F,3765,1931
71,Elaine,F,3623,1931
84,Beatrice,F,2842,1931
90,Julia,F,2624,1931
108,Maria,F,2185,1931
134,Sara,F,1708,1931
138,Claire,F,1626,1931
143,Dora,F,1363,1931
158,Faye,F,1188,1931
160,Rachel,F,1171,1931
164,Caroline,F,1125,1931
173,Mabel,F,1060,1931
182,Connie,F,995,1931
183,Lila,F,995,1931
184,Ada,F,974,1931
258,Kay,F,558,1931
284,May,F,481,1931
309,Sophie,F,425,1931
323,Jerry,F,385,1931
328,Polly,F,379,1931
333,Carmela,F,363,1931
344,Robert,F,343,1931
355,John,F,325,1931
413,Bobby,F,242,1931
417,Beth,F,238,1931
433,Jenny,F,222,1931
469,Gwen,F,188,1931
485,Elena,F,176,1931
540,Richard,F,151,1931
649,Jan,F,104,1931
661,Edward,F,101,1931
704,Paul,F,91,1931
810,Walter,F,71,1931
829,Arthur,F,68,1931
838,Emilie,F,67,1931
1122,Tommy,F,41,1931
1126,Alfred,F,40,1931
1131,Don,F,40,1931
1150,Jessica,F,39,1931
1216,Norman,F,36,1931
1234,Jesse,F,35,1931
1354,Jimmy,F,30,1931
1470,Jennifer,F,26,1931
1581,Michael,F,24,1931
1729,Rhonda,F,21,1931
1793,Sam,F,20,1931
1896,Ellis,F,18,1931
1927,Melinda,F,18,1931
2089,Peter,F,16,1931
2141,Honey,F,15,1931
2151,Jim,F,15,1931
2197,Tony,F,15,1931
2259,Lewis,F,14,1931
2265,Mark,F,14,1931
2380,Marla,F,13,1931
2470,Forrest,F,12,1931
2554,Rodney,F,12,1931
2576,Vincent,F,12,1931
2948,Shelly,F,10,1931
2971,Aaron,F,9,1931
2996,Avon,F,9,1931
3004,Bruce,F,9,1931
3032,Del,F,9,1931
3217,Wendy,F,9,1931
3335,Hugh,F,8,1931
3461,Tom,F,8,1931
3501,Andy,F,7,1931
4773,Mike,F,5,1931
4977,Robert,M,60513,1931
4979,John,M,48420,1931
4981,Richard,M,31816,1931
4987,Edward,M,15646,1931
4988,Paul,M,12250,1931
4996,Walter,M,8943,1931
4999,Arthur,M,7526,1931
5008,Bobby,M,5857,1931
5013,Norman,M,5422,1931
5019,Jerry,M,4369,1931
5026,Alfred,M,3948,1931
5031,Michael,M,3488,1931
5035,Don,M,3176,1931
5037,Peter,M,3121,1931
5062,Vincent,M,2159,1931
5063,Lewis,M,2157,1931
5065,Jimmy,M,2128,1931
5073,Jesse,M,1898,1931
5077,Bruce,M,1789,1931
5091,Tommy,M,1534,1931
5092,Jim,M,1523,1931
5094,Sam,M,1458,1931
5101,Tom,M,1362,1931
5107,Hugh,M,1326,1931
5109,Marion,M,1312,1931
5146,Tony,M,813,1931
5152,Salvatore,M,766,1931
5162,Rodney,M,707,1931
5166,Mike,M,693,1931
5173,Mark,M,665,1931
5220,Forrest,M,473,1931
5226,Aaron,M,457,1931
5227,Ellis,M,456,1931
5282,Mary,M,325,1931
5317,Gregory,M,256,1931
5335,Andy,M,242,1931
5367,Alfredo,M,207,1931
5412,Miles,M,169,1931
5481,Jules,M,130,1931
5494,Connie,M,124,1931
5497,Kay,M,124,1931
5625,Barbara,M,84,1931
5628,Joyce,M,84,1931
5741,Helen,M,67,1931
5752,Claire,M,65,1931
5772,Emmit,M,62,1931
5855,Audrey,M,53,1931
5858,Guido,M,53,1931
5907,Jan,M,49,1931
5974,Cedric,M,44,1931
5985,Marie,M,44,1931
6086,Nancy,M,38,1931
6099,Maria,M,37,1931
6152,Gloria,M,34,1931
6168,Anna,M,33,1931
6241,Irene,M,30,1931
6315,Del,M,27,1931
6316,Eliseo,M,27,1931
6340,Beatrice,M,26,1931
6396,Rick,M,25,1931
6409,Donna,M,24,1931
6562,Tyler,M,21,1931
6643,Julia,M,19,1931
6774,Hank,M,17,1931
6820,Young,M,17,1931
6828,Avon,M,16,1931
6895,Shelly,M,16,1931
7024,Jeremy,M,14,1931
7044,May,M,14,1931
7454,Amon,M,10,1931
7501,Elaine,M,10,1931
7517,Faye,M,10,1931
7537,Jenny,M,10,1931
7710,German,M,9,1931
7713,Greg,M,9,1931
7888,Dora,M,8,1931
7925,Gwen,M,8,1931
8035,Sara,M,8,1931
8367,Ada,M,6,1931
8595,Mabel,M,6,1931
8642,Polly,M,6,1931
8729,Wirt,M,6,1931
9074,Lila,M,5,1931
0,Mary,F,59872,1932
2,Barbara,F,26315,1932
7,Helen,F,16374,1932
11,Joyce,F,11362,1932
12,Nancy,F,10945,1932
23,Anna,F,7919,1932
24,Gloria,F,7810,1932
28,Donna,F,7360,1932
30,Marie,F,6909,1932
42,Irene,F,5202,1932
60,Audrey,F,3732,1932
67,Elaine,F,3575,1932
72,Marion,F,3491,1932
86,Beatrice,F,2787,1932
91,Julia,F,2657,1932
119,Maria,F,2043,1932
129,Sara,F,1759,1932
138,Claire,F,1508,1932
142,Dora,F,1434,1932
152,Connie,F,1305,1932
154,Rachel,F,1255,1932
158,Faye,F,1223,1932
170,Mabel,F,1111,1932
173,Caroline,F,1103,1932
185,Ada,F,984,1932
192,Lila,F,949,1932
238,Kay,F,658,1932
300,May,F,440,1932
311,Polly,F,416,1932
324,Carmela,F,384,1932
325,Sophie,F,378,1932
327,Jerry,F,375,1932
352,Robert,F,326,1932
373,John,F,298,1932
392,Beth,F,276,1932
412,Bobby,F,250,1932
423,Gwen,F,239,1932
460,Jenny,F,199,1932
474,Elena,F,193,1932
557,Richard,F,138,1932
602,Jan,F,119,1932
723,Edward,F,86,1932
762,Paul,F,79,1932
787,Walter,F,75,1932
933,Arthur,F,57,1932
980,Jimmy,F,52,1932
1006,Emilie,F,49,1932
1051,Norman,F,46,1932
1072,Jessica,F,44,1932
1122,Marla,F,41,1932
1178,Don,F,37,1932
1289,Tommy,F,33,1932
1332,Jesse,F,31,1932
1541,Jennifer,F,25,1932
1671,Peter,F,22,1932
1687,Alfred,F,21,1932
1793,Melinda,F,20,1932
1795,Michael,F,20,1932
1836,Honey,F,19,1932
1869,Tony,F,19,1932
1939,Sam,F,18,1932
1997,Lewis,F,17,1932
2019,Shelly,F,17,1932
2265,Del,F,14,1932
2283,Forrest,F,14,1932
2302,Jim,F,14,1932
2344,Rhonda,F,14,1932
2404,Ellis,F,13,1932
2419,Hugh,F,13,1932
2481,Tom,F,13,1932
2513,Bruce,F,12,1932
2823,Wendy,F,11,1932
3059,Avon,F,9,1932
3263,Vincent,F,9,1932
3792,Mark,F,7,1932
3894,Young,F,7,1932
4914,Nikki,F,5,1932
5100,Robert,M,59262,1932
5102,John,M,48611,1932
5104,Richard,M,31799,1932
5110,Edward,M,15187,1932
5112,Paul,M,12072,1932
5120,Walter,M,8660,1932
5124,Arthur,M,6917,1932
5129,Bobby,M,6596,1932
5133,Jerry,M,5304,1932
5136,Norman,M,5270,1932
5148,Alfred,M,3898,1932
5153,Michael,M,3610,1932
5154,Don,M,3454,1932
5161,Peter,M,3130,1932
5175,Jimmy,M,2460,1932
5191,Lewis,M,2112,1932
5192,Vincent,M,2068,1932
5197,Bruce,M,1937,1932
5198,Jesse,M,1863,1932
5203,Jim,M,1764,1932
5208,Tommy,M,1613,1932
5215,Tom,M,1538,1932
5219,Sam,M,1454,1932
5227,Hugh,M,1320,1932
5232,Marion,M,1313,1932
5269,Tony,M,855,1932
5271,Rodney,M,828,1932
5280,Salvatore,M,751,1932
5285,Mark,M,716,1932
5306,Mike,M,624,1932
5332,Aaron,M,514,1932
5337,Forrest,M,498,1932
5358,Ellis,M,436,1932
5404,Mary,M,330,1932
5426,Gregory,M,283,1932
5475,Alfredo,M,222,1932
5480,Andy,M,217,1932
5502,Miles,M,197,1932
5622,Kay,M,124,1932
5632,Jules,M,121,1932
5682,Barbara,M,103,1932
5689,Connie,M,100,1932
5724,Joyce,M,91,1932
5736,Helen,M,89,1932
6044,Jan,M,48,1932
6052,Emmit,M,47,1932
6071,Gloria,M,46,1932
6096,Eliseo,M,44,1932
6099,Nancy,M,44,1932
6105,Audrey,M,43,1932
6164,Guido,M,40,1932
6189,Anna,M,38,1932
6193,Claire,M,38,1932
6250,Marie,M,35,1932
6302,Donna,M,32,1932
6326,Maria,M,31,1932
6358,Cedric,M,29,1932
6455,Beatrice,M,26,1932
6562,Tyler,M,24,1932
6591,Julia,M,23,1932
6601,Shelly,M,23,1932
6610,Amon,M,22,1932
6618,Del,M,22,1932
6649,Avon,M,21,1932
6673,Rick,M,21,1932
6716,Irene,M,20,1932
6772,Faye,M,19,1932
6892,Elaine,M,17,1932
6962,Dora,M,16,1932
6973,Hank,M,16,1932
7057,Jeremy,M,15,1932
7198,Young,M,14,1932
7539,Rachel,M,11,1932
7624,Gwen,M,10,1932
7668,May,M,10,1932
7711,Sara,M,10,1932
7813,German,M,9,1932
7819,Greg,M,9,1932
8076,Jenny,M,8,1932
8266,Elena,M,7,1932
8375,Moe,M,7,1932
8522,Caroline,M,6,1932
8721,Mabel,M,6,1932
8817,Santino,M,6,1932
8835,Sy,M,6,1932
8864,Warden,M,6,1932
8871,Wirt,M,6,1932
9175,Lila,M,5,1932
9280,Rhonda,M,5,1932
0,Mary,F,55507,1933
2,Barbara,F,26950,1933
7,Helen,F,14643,1933
10,Nancy,F,11871,1933
11,Joyce,F,11191,1933
23,Donna,F,7360,1933
28,Anna,F,7073,1933
30,Gloria,F,6753,1933
32,Marie,F,6239,1933
45,Irene,F,4506,1933
58,Audrey,F,3613,1933
60,Elaine,F,3571,1933
72,Marion,F,3199,1933
93,Beatrice,F,2410,1933
96,Julia,F,2401,1933
121,Sara,F,1863,1933
122,Maria,F,1861,1933
143,Claire,F,1372,1933
145,Connie,F,1320,1933
150,Dora,F,1242,1933
152,Faye,F,1201,1933
160,Rachel,F,1141,1933
172,Caroline,F,1050,1933
195,Mabel,F,873,1933
198,Ada,F,870,1933
199,Kay,F,863,1933
203,Lila,F,859,1933
308,May,F,404,1933
315,Jerry,F,390,1933
323,Polly,F,372,1933
361,Carmela,F,305,1933
366,Sophie,F,300,1933
390,Robert,F,273,1933
399,Gwen,F,260,1933
400,Bobby,F,259,1933
402,Beth,F,256,1933
429,John,F,226,1933
434,Jenny,F,219,1933
478,Elena,F,178,1933
569,Richard,F,126,1933
607,Jan,F,115,1933
867,Edward,F,60,1933
914,Walter,F,56,1933
939,Emilie,F,53,1933
970,Paul,F,51,1933
1008,Arthur,F,47,1933
1065,Jessica,F,43,1933
1132,Norman,F,39,1933
1210,Jimmy,F,35,1933
1241,Tommy,F,34,1933
1253,Marla,F,33,1933
1323,Jennifer,F,30,1933
1460,Michael,F,26,1933
1530,Jesse,F,24,1933
1618,Don,F,22,1933
1650,Rhonda,F,22,1933
1698,Melinda,F,21,1933
1775,Alfred,F,19,1933
1893,Sam,F,18,1933
2030,Peter,F,16,1933
2062,Avon,F,15,1933
2144,Tony,F,15,1933
2186,Del,F,14,1933
2326,Jim,F,13,1933
2534,Vincent,F,12,1933
2560,Bruce,F,11,1933
2617,Lewis,F,11,1933
2736,Ellis,F,10,1933
2848,Tom,F,10,1933
2862,Wendy,F,10,1933
2983,Honey,F,9,1933
3909,Forrest,F,6,1933
3924,Gregory,F,6,1933
4068,Mia,F,6,1933
4096,Nikki,F,6,1933
4156,Shelly,F,6,1933
4665,Mike,F,5,1933
4858,Robert,M,54212,1933
4860,John,M,46220,1933
4862,Richard,M,31336,1933
4868,Edward,M,13792,1933
4871,Paul,M,11848,1933
4878,Walter,M,7758,1933
4882,Arthur,M,6519,1933
4883,Bobby,M,6490,1933
4888,Jerry,M,6066,1933
4894,Norman,M,4955,1933
4910,Michael,M,3545,1933
4911,Don,M,3453,1933
4914,Alfred,M,3267,1933
4917,Peter,M,3134,1933
4921,Jimmy,M,2929,1933
4948,Lewis,M,2037,1933
4949,Bruce,M,2035,1933
4951,Vincent,M,1982,1933
4955,Jim,M,1877,1933
4957,Jesse,M,1801,1933
4966,Tommy,M,1630,1933
4974,Tom,M,1423,1933
4978,Sam,M,1351,1933
4990,Marion,M,1195,1933
4998,Hugh,M,1118,1933
5028,Tony,M,810,1933
5030,Rodney,M,782,1933
5037,Mark,M,693,1933
5040,Salvatore,M,672,1933
5060,Mike,M,574,1933
5099,Aaron,M,464,1933
5101,Forrest,M,454,1933
5112,Ellis,M,425,1933
5155,Mary,M,318,1933
5190,Gregory,M,254,1933
5212,Andy,M,232,1933
5265,Alfredo,M,175,1933
5298,Miles,M,157,1933
5327,Connie,M,142,1933
5339,Kay,M,135,1933
5375,Barbara,M,119,1933
5424,Jules,M,103,1933
5482,Jan,M,86,1933
5497,Helen,M,82,1933
5661,Joyce,M,59,1933
5801,Nancy,M,45,1933
5842,Emmit,M,42,1933
5896,Eliseo,M,39,1933
5898,Irene,M,39,1933
5911,Cedric,M,38,1933
5940,Claire,M,37,1933
5951,Audrey,M,36,1933
5967,Guido,M,35,1933
5984,Del,M,34,1933
6031,Marie,M,32,1933
6041,Donna,M,31,1933
6046,Gloria,M,31,1933
6077,Maria,M,30,1933
6089,Avon,M,29,1933
6190,Anna,M,25,1933
6350,Rick,M,22,1933
6396,Amon,M,20,1933
6501,Young,M,19,1933
6590,Hank,M,17,1933
6598,Jeremy,M,17,1933
6621,Tyler,M,17,1933
6750,Shelly,M,15,1933
6798,Faye,M,14,1933
6964,Beatrice,M,12,1933
7014,Julia,M,12,1933
7113,Dora,M,11,1933
7364,Rachel,M,10,1933
7374,Sara,M,10,1933
7472,German,M,9,1933
7524,May,M,9,1933
7660,Elaine,M,8,1933
7692,Greg,M,8,1933
7976,Gwen,M,7,1933
8033,Mabel,M,7,1933
8117,Warden,M,7,1933
8125,Ada,M,6,1933
8320,Jenny,M,6,1933
0,Mary,F,56924,1934
2,Barbara,F,29233,1934
8,Helen,F,14100,1934
9,Nancy,F,13517,1934
11,Joyce,F,11460,1934
22,Donna,F,7868,1934
29,Gloria,F,6809,1934
30,Anna,F,6679,1934
33,Marie,F,6326,1934
48,Irene,F,4348,1934
53,Elaine,F,3900,1934
68,Audrey,F,3581,1934
85,Marion,F,2884,1934
98,Beatrice,F,2408,1934
104,Julia,F,2357,1934
114,Maria,F,1992,1934
124,Sara,F,1842,1934
142,Kay,F,1430,1934
144,Connie,F,1423,1934
145,Faye,F,1420,1934
154,Claire,F,1309,1934
158,Dora,F,1252,1934
162,Rachel,F,1181,1934
173,Caroline,F,1069,1934
208,Mabel,F,852,1934
209,Lila,F,844,1934
212,Ada,F,833,1934
296,Polly,F,436,1934
319,Jerry,F,382,1934
324,May,F,371,1934
342,Beth,F,343,1934
387,Carmela,F,275,1934
397,Robert,F,266,1934
403,Sophie,F,262,1934
407,John,F,257,1934
412,Gwen,F,252,1934
415,Bobby,F,247,1934
502,Elena,F,164,1934
504,Jan,F,161,1934
516,Jenny,F,156,1934
565,Richard,F,129,1934
810,Emilie,F,69,1934
840,Edward,F,66,1934
873,Walter,F,61,1934
900,Paul,F,58,1934
954,Arthur,F,52,1934
1023,Jessica,F,46,1934
1088,Jimmy,F,42,1934
1111,Jennifer,F,41,1934
1233,Rhonda,F,34,1934
1234,Tommy,F,34,1934
1305,Marla,F,31,1934
1525,Don,F,24,1934
1573,Jesse,F,23,1934
1596,Peter,F,23,1934
1684,Norman,F,21,1934
1749,Melinda,F,20,1934
1751,Michael,F,20,1934
1830,Tony,F,19,1934
1924,Avon,F,17,1934
1988,Shelly,F,17,1934
2002,Alfred,F,16,1934
2037,Jim,F,16,1934
2126,Honey,F,15,1934
2244,Lewis,F,14,1934
2255,Mark,F,14,1934
2301,Bruce,F,13,1934
2609,Ellis,F,11,1934
2729,Vincent,F,11,1934
2733,Wendy,F,11,1934
2783,Del,F,10,1934
3016,Hugh,F,9,1934
3264,Forrest,F,8,1934
3750,Sam,F,7,1934
3823,Andy,F,6,1934
4558,Gregory,F,5,1934
4973,Robert,M,55828,1934
4975,John,M,46737,1934
4977,Richard,M,33156,1934
4985,Edward,M,13918,1934
4986,Paul,M,12197,1934
4993,Walter,M,8089,1934
4995,Bobby,M,7528,1934
4997,Jerry,M,7130,1934
5001,Arthur,M,6442,1934
5010,Norman,M,4989,1934
5019,Michael,M,4105,1934
5022,Don,M,3925,1934
5028,Jimmy,M,3696,1934
5033,Peter,M,3290,1934
5036,Alfred,M,3160,1934
5050,Bruce,M,2402,1934
5062,Jim,M,2206,1934
5066,Lewis,M,2063,1934
5070,Tommy,M,1938,1934
5073,Vincent,M,1865,1934
5074,Jesse,M,1853,1934
5084,Tom,M,1580,1934
5099,Sam,M,1322,1934
5107,Hugh,M,1187,1934
5111,Marion,M,1129,1934
5132,Rodney,M,930,1934
5140,Tony,M,840,1934
5157,Mark,M,703,1934
5165,Mike,M,649,1934
5167,Salvatore,M,640,1934
5212,Aaron,M,477,1934
5233,Ellis,M,430,1934
5241,Forrest,M,411,1934
5271,Gregory,M,329,1934
5285,Mary,M,302,1934
5346,Andy,M,211,1934
5392,Alfredo,M,176,1934
5420,Kay,M,159,1934
5426,Miles,M,154,1934
5441,Jan,M,146,1934
5450,Connie,M,142,1934
5515,Barbara,M,118,1934
5562,Jules,M,100,1934
5709,Joyce,M,69,1934
5870,Audrey,M,49,1934
5876,Helen,M,49,1934
5893,Eliseo,M,47,1934
5899,Nancy,M,47,1934
5928,Claire,M,44,1934
5981,Cedric,M,41,1934
6076,Donna,M,36,1934
6083,Marie,M,36,1934
6107,Emmit,M,34,1934
6109,Guido,M,34,1934
6149,Del,M,32,1934
6171,Gloria,M,31,1934
6330,Anna,M,25,1934
6347,Maria,M,25,1934
6353,Shelly,M,25,1934
6453,Irene,M,22,1934
6479,Avon,M,21,1934
6516,Rick,M,21,1934
6608,Jeremy,M,19,1934
6611,Julia,M,19,1934
6631,Amon,M,18,1934
6700,Beatrice,M,17,1934
6718,Greg,M,17,1934
6819,Sara,M,16,1934
6880,May,M,15,1934
6897,Tyler,M,15,1934
6991,Young,M,14,1934
7018,Elaine,M,13,1934
7069,Rachel,M,13,1934
7270,Dora,M,11,1934
7603,Hank,M,9,1934
7789,Faye,M,8,1934
7804,Gwen,M,8,1934
7831,Lila,M,8,1934
7985,Butch,M,7,1934
8075,German,M,7,1934
8244,Wirt,M,7,1934
8508,Mabel,M,6,1934
9089,Rio,M,5,1934
9155,Warden,M,5,1934
0,Mary,F,55065,1935
2,Barbara,F,30693,1935
8,Nancy,F,14544,1935
9,Helen,F,12781,1935
11,Joyce,F,11367,1935
22,Donna,F,7791,1935
31,Gloria,F,6348,1935
32,Marie,F,6294,1935
33,Anna,F,6162,1935
50,Elaine,F,4079,1935
51,Irene,F,3936,1935
63,Audrey,F,3514,1935
87,Marion,F,2813,1935
101,Julia,F,2343,1935
106,Beatrice,F,2241,1935
116,Maria,F,1991,1935
127,Sara,F,1774,1935
133,Kay,F,1648,1935
139,Connie,F,1537,1935
160,Faye,F,1257,1935
163,Rachel,F,1199,1935
167,Dora,F,1169,1935
170,Claire,F,1124,1935
177,Caroline,F,1048,1935
207,Mabel,F,826,1935
213,Ada,F,800,1935
225,Lila,F,753,1935
296,Jerry,F,414,1935
323,Polly,F,377,1935
338,May,F,352,1935
344,Beth,F,343,1935
361,Gwen,F,302,1935
405,Carmela,F,252,1935
408,Sophie,F,251,1935
415,Bobby,F,245,1935
425,Robert,F,231,1935
448,John,F,208,1935
464,Jan,F,187,1935
466,Jenny,F,186,1935
560,Elena,F,130,1935
567,Richard,F,128,1935
627,Emilie,F,108,1935
822,Edward,F,69,1935
901,Paul,F,59,1935
923,Walter,F,57,1935
943,Marla,F,55,1935
989,Rhonda,F,49,1935
1007,Jessica,F,47,1935
1054,Arthur,F,43,1935
1129,Melinda,F,39,1935
1188,Jennifer,F,36,1935
1210,Jimmy,F,35,1935
1241,Tommy,F,34,1935
1295,Michael,F,32,1935
1368,Jesse,F,29,1935
1413,Tony,F,28,1935
1446,Wendy,F,27,1935
1677,Don,F,21,1935
1808,Honey,F,19,1935
1827,Norman,F,19,1935
1905,Shelly,F,18,1935
2150,Jim,F,15,1935
2206,Alfred,F,14,1935
2424,Tom,F,13,1935
2485,Hugh,F,12,1935
2504,Lewis,F,12,1935
2610,Del,F,11,1935
2698,Peter,F,11,1935
2900,Sam,F,10,1935
2993,Ellis,F,9,1935
3006,Forrest,F,9,1935
3080,Mark,F,9,1935
3093,Nikki,F,9,1935
3163,Andy,F,8,1935
3185,Bruce,F,8,1935
3446,Avon,F,7,1935
4203,Aaron,F,5,1935
4519,Jeremy,F,5,1935
4689,Mike,F,5,1935
4885,Young,F,5,1935
4892,Robert,M,56524,1935
4894,John,M,47497,1935
4896,Richard,M,33938,1935
4904,Edward,M,13837,1935
4905,Paul,M,12558,1935
4913,Jerry,M,8450,1935
4914,Walter,M,7814,1935
4915,Bobby,M,7724,1935
4920,Arthur,M,6549,1935
4929,Norman,M,5041,1935
4932,Michael,M,4908,1935
4938,Jimmy,M,4173,1935
4942,Don,M,3914,1935
4950,Peter,M,3422,1935
4954,Alfred,M,3122,1935
4968,Bruce,M,2448,1935
4981,Jim,M,2244,1935
4986,Tommy,M,2030,1935
4989,Lewis,M,1971,1935
4995,Jesse,M,1867,1935
4997,Vincent,M,1795,1935
5001,Tom,M,1724,1935
5017,Sam,M,1363,1935
5025,Marion,M,1182,1935
5030,Hugh,M,1142,1935
5040,Rodney,M,1027,1935
5053,Tony,M,884,1935
5066,Mark,M,787,1935
5074,Mike,M,728,1935
5094,Salvatore,M,596,1935
5141,Aaron,M,460,1935
5148,Ellis,M,438,1935
5155,Forrest,M,422,1935
5173,Gregory,M,368,1935
5220,Mary,M,276,1935
5256,Andy,M,218,1935
5277,Alfredo,M,199,1935
5281,Jan,M,195,1935
5341,Miles,M,161,1935
5356,Kay,M,150,1935
5381,Connie,M,135,1935
5407,Barbara,M,124,1935
5524,Joyce,M,86,1935
5598,Jules,M,74,1935
5645,Helen,M,67,1935
5772,Audrey,M,51,1935
5841,Nancy,M,45,1935
5848,Eliseo,M,44,1935
5877,Maria,M,42,1935
5885,Cedric,M,41,1935
5914,Claire,M,39,1935
6063,Donna,M,32,1935
6098,Emmit,M,31,1935
6118,Anna,M,30,1935
6128,Jeremy,M,30,1935
6134,Marie,M,30,1935
6144,Del,M,29,1935
6170,Gloria,M,28,1935
6214,Shelly,M,27,1935
6241,Tyler,M,26,1935
6264,Guido,M,25,1935
6409,Hank,M,21,1935
6411,Irene,M,21,1935
6497,Elaine,M,19,1935
6510,Greg,M,19,1935
6638,Rick,M,17,1935
6646,Young,M,17,1935
6653,Avon,M,16,1935
6684,Julia,M,16,1935
6916,Warden,M,14,1935
7020,Amon,M,12,1935
7031,Beatrice,M,12,1935
7254,Rachel,M,11,1935
7541,May,M,9,1935
7577,Sara,M,9,1935
7608,Wirt,M,9,1935
7655,Dora,M,8,1935
7685,German,M,8,1935
7712,Jenny,M,8,1935
7844,Ada,M,7,1935
7928,Dustin,M,7,1935
8026,Lila,M,7,1935
8276,Faye,M,6,1935
8609,Butch,M,5,1935
8760,Gwen,M,5,1935
0,Mary,F,54373,1936
2,Barbara,F,31681,1936
7,Nancy,F,16756,1936
10,Helen,F,12234,1936
11,Joyce,F,11989,1936
21,Donna,F,7933,1936
31,Gloria,F,6139,1936
32,Marie,F,6131,1936
35,Anna,F,5725,1936
49,Elaine,F,4259,1936
56,Irene,F,3818,1936
67,Audrey,F,3345,1936
92,Marion,F,2581,1936
97,Kay,F,2407,1936
104,Julia,F,2279,1936
119,Maria,F,1980,1936
120,Beatrice,F,1956,1936
128,Sara,F,1823,1936
133,Connie,F,1681,1936
161,Faye,F,1216,1936
162,Rachel,F,1207,1936
167,Dora,F,1163,1936
175,Claire,F,1083,1936
176,Caroline,F,1075,1936
216,Ada,F,750,1936
221,Mabel,F,743,1936
243,Lila,F,645,1936
286,Jerry,F,446,1936
318,Polly,F,370,1936
350,Beth,F,326,1936
354,May,F,318,1936
363,Gwen,F,303,1936
424,Carmela,F,233,1936
428,Jan,F,229,1936
432,Robert,F,221,1936
445,John,F,203,1936
454,Sophie,F,198,1936
462,Bobby,F,193,1936
489,Jenny,F,174,1936
530,Elena,F,150,1936
538,Emilie,F,146,1936
663,Marla,F,99,1936
668,Richard,F,98,1936
825,Wendy,F,67,1936
847,Edward,F,64,1936
929,Arthur,F,54,1936
945,Paul,F,53,1936
998,Melinda,F,48,1936
1049,Rhonda,F,45,1936
1071,Jessica,F,43,1936
1090,Jennifer,F,42,1936
1127,Michael,F,40,1936
1202,Tommy,F,36,1936
1204,Walter,F,36,1936
1278,Jimmy,F,32,1936
1420,Don,F,27,1936
1500,Tony,F,25,1936
1539,Norman,F,24,1936
1765,Jesse,F,19,1936
1790,Shelly,F,19,1936
1864,Sam,F,18,1936
1872,Alfred,F,17,1936
2084,Honey,F,15,1936
2295,Del,F,13,1936
2303,Ellis,F,13,1936
2361,Peter,F,13,1936
2534,Avon,F,11,1936
2813,Nikki,F,10,1936
2885,Bruce,F,9,1936
3349,Tom,F,8,1936
3535,Jim,F,7,1936
3570,Lewis,F,7,1936
3646,Rodney,F,7,1936
3687,Vincent,F,7,1936
3896,Hugh,F,6,1936
3991,Mark,F,6,1936
4439,Forrest,F,5,1936
4510,Jeremy,F,5,1936
4849,Young,F,5,1936
4856,Robert,M,58491,1936
4858,John,M,47667,1936
4860,Richard,M,33484,1936
4868,Edward,M,14193,1936
4870,Paul,M,12305,1936
4873,Jerry,M,9272,1936
4879,Bobby,M,7734,1936
4881,Walter,M,7538,1936
4885,Arthur,M,6263,1936
4888,Michael,M,5802,1936
4898,Norman,M,4645,1936
4901,Jimmy,M,4208,1936
4906,Don,M,3829,1936
4911,Peter,M,3713,1936
4915,Alfred,M,3253,1936
4928,Bruce,M,2630,1936
4940,Jim,M,2267,1936
4946,Tommy,M,2109,1936
4956,Lewis,M,1855,1936
4959,Jesse,M,1825,1936
4964,Vincent,M,1737,1936
4967,Tom,M,1695,1936
4986,Sam,M,1236,1936
4997,Hugh,M,1074,1936
5003,Marion,M,1049,1936
5007,Rodney,M,1009,1936
5015,Tony,M,893,1936
5029,Mike,M,774,1936
5037,Mark,M,712,1936
5063,Salvatore,M,576,1936
5105,Aaron,M,443,1936
5115,Ellis,M,428,1936
5127,Forrest,M,393,1936
5128,Gregory,M,393,1936
5167,Mary,M,293,1936
5187,Jan,M,272,1936
5216,Andy,M,224,1936
5270,Miles,M,179,1936
5273,Alfredo,M,176,1936
5338,Kay,M,137,1936
5352,Connie,M,130,1936
5402,Barbara,M,110,1936
5474,Jules,M,89,1936
5559,Joyce,M,72,1936
5627,Nancy,M,63,1936
5703,Helen,M,52,1936
5708,Emmit,M,51,1936
5795,Cedric,M,43,1936
5808,Audrey,M,42,1936
5831,Del,M,41,1936
5848,Claire,M,40,1936
5907,Anna,M,37,1936
5934,Donna,M,36,1936
5935,Eliseo,M,36,1936
5938,Marie,M,36,1936
5994,Rick,M,34,1936
6027,Greg,M,32,1936
6057,Shelly,M,31,1936
6093,Maria,M,29,1936
6133,Guido,M,27,1936
6137,Irene,M,27,1936
6141,Jeremy,M,27,1936
6191,Gloria,M,25,1936
6226,Hank,M,24,1936
6241,Avon,M,23,1936
6359,Young,M,21,1936
6398,Amon,M,19,1936
6422,Julia,M,19,1936
6567,Rachel,M,17,1936
6682,Elaine,M,15,1936
6791,May,M,14,1936
6848,German,M,13,1936
6925,Beatrice,M,12,1936
7013,Sara,M,12,1936
7029,Tyler,M,12,1936
7077,Faye,M,11,1936
